Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,log_Global_Sales,Platform_encoded,Genre_encoded,Publisher_encoded
Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,,,0.06765864847381481,2,0,349
12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,0.06765864847381481,2,1,215
Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,,,,,0.06765864847381481,23,3,365
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,37.0,7.1,15.0,0.06765864847381481,4,1,432
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,31.0,8.5,13.0,0.06765864847381481,6,8,448
C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,0.06765864847381481,15,8,277
Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,,,,0.06765864847381481,4,3,514
Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,,,0.06765864847381481,6,0,277
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,0.06765864847381481,13,11,161
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8.0,6.0,0.06765864847381481,29,11,448
Dream C Club,X360,2009,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,0.06765864847381481,28,9,110
Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,,,,,0.06765864847381481,6,8,32
The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,75.0,5.0,,,0.06765864847381481,4,4,77
Jam Sessions 2,DS,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,66.0,7.0,,,0.06765864847381481,4,3,528
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,26.0,8.0,5.0,0.06765864847381481,16,11,491
Streets of Rage 3,GEN,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,,,,,0.06765864847381481,8,0,448
Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,,,0.06765864847381481,28,0,528
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,0.06765864847381481,20,7,364
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,,,0.06765864847381481,28,3,139
Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,0.06765864847381481,17,10,277
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6.0,9.0,0.06765864847381481,4,0,528
My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.0,0.07,,,,,0.06765864847381481,4,10,53
Speed Racer,PS,1996,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,,,,,0.06765864847381481,15,6,515
NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,0.06765864847381481,29,10,327
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,,,,,0.06765864847381481,2,3,167
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,14.0,7.2,23.0,0.06765864847381481,18,1,431
Alan Wake,PC,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8.0,1473.0,0.05826890812397577,13,0,369
Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,7,210
Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,66.0,5.0,,,0.05826890812397577,6,6,491
Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,58.0,29.0,,,0.05826890812397577,4,1,277
Ojyousama Express,PS,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,15,11,314
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,0.05826890812397577,28,7,121
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,14.0,6.3,8.0,0.05826890812397577,19,2,253
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,62.0,29.0,5.0,5.0,0.05826890812397577,29,9,497
187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,51.0,40.0,6.9,8.0,0.05826890812397577,29,6,528
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,0.05826890812397577,16,7,147
Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,7,2,349
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,11,233
Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,,,0.05826890812397577,6,9,139
Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,0.05826890812397577,29,0,194
Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,1,415
Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,28,3,6
World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.8,4.0,0.05826890812397577,29,3,497
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,0.05826890812397577,13,11,325
Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,61.0,23.0,,,0.05826890812397577,4,11,121
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,41.0,4.0,2.4,5.0,0.05826890812397577,4,9,6
Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,0.05826890812397577,2,0,21
Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,,,0.05826890812397577,29,1,139
July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,3,1,164
Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,53.0,13.0,,,0.05826890812397577,4,1,88
Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,66.0,13.0,,,0.05826890812397577,4,8,127
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,10,277
Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,26,2,448
Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,3,1,348
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,0.05826890812397577,16,0,277
You Don't Know Jack,DS,2011,Misc,THQ,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,3,491
Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,0.05826890812397577,29,0,139
GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,0.05826890812397577,13,6,91
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,6.0,5.0,0.05826890812397577,26,10,23
Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,3,317
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,9,277
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,27,3,349
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,0.05826890812397577,20,7,364
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7.0,12.0,0.05826890812397577,19,8,21
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.9,14.0,0.05826890812397577,20,0,503
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,15.0,5.0,7.0,0.05826890812397577,7,10,17
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,,,0.05826890812397577,6,0,85
Bullet Girls,PSV,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,0,110
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,0.05826890812397577,27,0,349
Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,0.05826890812397577,29,10,17
Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,0,303
Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,3,6
Insecticide,DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7.0,5.0,0.05826890812397577,4,0,188
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,23,3,242
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,68.0,23.0,8.6,8.0,0.05826890812397577,16,6,17
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,0,349
Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,,,,,0.05826890812397577,26,10,349
Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,3,277
Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,2,110
Darksiders II,XOne,2015,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,,,,,0.05826890812397577,30,0,369
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,2,157
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,2,349
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,1,303
Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,6,458
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,15.0,7.5,48.0,0.05826890812397577,2,5,361
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,0.05826890812397577,26,2,448
Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,69.0,10.0,,,0.05826890812397577,4,4,277
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5.0,25.0,0.05826890812397577,26,0,138
Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,3,30
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,3,110
Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,3,570
My Pet Shop,DS,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,60.0,10.0,,,0.05826890812397577,4,9,467
James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,,,0.05826890812397577,4,8,21
Kururin Paradise,GBA,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,6,5,533
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,76.0,44.0,8.5,4.0,0.05826890812397577,19,8,277
Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,7,503
Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,0,19
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,0.05826890812397577,28,2,503
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,0.05826890812397577,16,10,569
Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,7,479
Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,61.0,12.0,,,0.05826890812397577,6,4,528
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,45.0,16.0,7.8,10.0,0.05826890812397577,16,8,349
F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,0.05826890812397577,29,6,139
Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,3,37
Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,26,10,277
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.06,,,,,0.05826890812397577,4,5,528
Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,7,503
Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,7,0,489
GunGriffon II,SAT,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,21,9,134
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78.0,20.0,7.5,30.0,0.05826890812397577,19,7,448
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79.0,15.0,8.0,15.0,0.05826890812397577,4,4,298
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,14.0,4.8,5.0,0.05826890812397577,26,2,183
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,67.0,12.0,6.8,11.0,0.05826890812397577,7,6,139
Backyard Hockey,DS,2007,Sports,Atari,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,10,53
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,6,0,361
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,17,1,7
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,9,448
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,0,349
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,1,528
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,0.05826890812397577,13,4,139
The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0.0,0.0,0.06,79.0,20.0,,,0.05826890812397577,6,3,448
Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,7,55
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59.0,24.0,4.2,10.0,0.05826890812397577,16,7,458
The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0.0,0.01,0.06,57.0,21.0,,,0.05826890812397577,16,6,448
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,19.0,6.2,6.0,0.05826890812397577,6,0,528
Western Riding Academy,DS,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,123
Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,5,17
Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,7,3,101
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,72.0,30.0,7.3,8.0,0.05826890812397577,19,4,497
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.0,0.0,0.01,0.06,55.0,25.0,,,0.05826890812397577,17,8,463
Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,11,0
Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,10,277
Robotica,SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,21,8,448
Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,17,3,349
Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,29,10,528
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,0.05826890812397577,2,0,21
Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,491
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,32.0,9.0,5.8,10.0,0.05826890812397577,29,8,208
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.06,,,7.0,29.0,0.05826890812397577,17,7,364
R-Types,PS,1998,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,8,545
Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,8,506
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,0,349
Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,73.0,35.0,6.2,70.0,0.05826890812397577,18,6,6
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,65.0,11.0,5.4,19.0,0.05826890812397577,26,10,497
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,3,64
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,3,361
Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,2,467
Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,57.0,6.0,,,0.05826890812397577,26,9,367
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.06,57.0,21.0,7.9,16.0,0.05826890812397577,4,11,491
Johnny Test,DS,2011,Platform,505 Games,0.06,0.0,0.0,0.0,0.06,,,0.9,7.0,0.05826890812397577,4,4,6
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,60.0,10.0,5.8,12.0,0.05826890812397577,30,2,349
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,76.0,12.0,7.7,27.0,0.05826890812397577,30,0,528
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06,82.0,8.0,5.8,173.0,0.05826890812397577,13,10,277
Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.02,0.0,0.01,0.06,,,,,0.05826890812397577,4,5,88
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,1,349
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,7,157
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,83.0,31.0,8.3,116.0,0.05826890812397577,20,1,28
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,72.0,11.0,6.4,15.0,0.05826890812397577,4,8,138
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.0,8.6,14.0,0.05826890812397577,16,0,503
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,68.0,16.0,,,0.05826890812397577,6,0,127
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,65.0,5.0,8.0,5.0,0.05826890812397577,6,9,277
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,61.0,8.0,7.5,15.0,0.05826890812397577,19,7,167
NHL Legacy,X360,2015,Action,Electronic Arts,0.06,0.0,0.0,0.01,0.06,,,,,0.05826890812397577,28,0,139
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,2,349
Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,5,101
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action,Disney Interactive Studios,0.0,0.05,0.0,0.01,0.06,,,,,0.05826890812397577,20,0,127
Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,66.0,9.0,,,0.05826890812397577,26,5,326
Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,17,0,349
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,1,349
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,35.0,7.0,4.7,10.0,0.05826890812397577,26,2,569
LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,4,279
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,0,349
Power Shovel,PS,2000,Action,JVC,0.03,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,0,255
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.0,0.06,55.0,14.0,7.8,4.0,0.05826890812397577,19,3,226
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,23,9,386
My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,6
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06,,,4.0,6.0,0.05826890812397577,28,0,21
Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,40.0,4.0,,,0.05826890812397577,26,6,570
Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,8,514
